"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MPST",4.96420427900524e-112,0.478935860598467,0.978,0.824,8.97776343858097e-108,"1","MPST"
"DCAF16",9.38200633557466e-112,0.446750367399229,0.977,0.864,1.69673584578868e-107,"1","DCAF16"
"SLC22A3",1.19212092080564e-111,0.501629145488881,0.429,0.175,2.155950685277e-107,"1","SLC22A3"
"AADAT",1.25751560189984e-111,0.623347162681792,0.87,0.642,2.27421696603587e-107,"1","AADAT"
"XKRX",1.40141565019031e-111,1.17847388844529,0.313,0.103,2.53446020336918e-107,"1","XKRX"
"S100P",1.42376130868589e-111,0.580694954245227,0.98,0.828,2.57487232675843e-107,"1","S100P"
"OPLAH",2.84697227064467e-111,0.6061647807397,0.85,0.591,5.14874935146089e-107,"1","OPLAH"
"SF3B1",2.86036502443238e-111,0.407274859282182,0.986,0.895,5.17297014668597e-107,"1","SF3B1"
"LIPA",8.83625461115845e-111,0.83233388772845,0.978,0.879,1.59803664642801e-106,"1","LIPA"
"TMEM63A",1.6294491301192e-110,0.500781716576951,0.982,0.866,2.94685875182058e-106,"1","TMEM63A"
"RPN1",2.01815860357256e-110,0.483749636187197,0.981,0.868,3.64983983456097e-106,"1","RPN1"
"PFKM",2.07210423653962e-110,0.55383861627197,0.881,0.654,3.7474005117819e-106,"1","PFKM"
"NFE2L3",2.75163629823193e-110,0.594635159549694,0.921,0.69,4.97633424535245e-106,"1","NFE2L3"
"PON1",2.87264405902866e-110,1.16707504227865,0.504,0.252,5.19517678075333e-106,"1","PON1"
"IER3IP1",5.13444505521581e-110,0.444784578186125,0.972,0.828,9.2856438823578e-106,"1","IER3IP1"
"PREP",6.13016772395809e-110,0.549749115074738,0.967,0.781,1.10864083287782e-105,"1","PREP"
"CBFB",9.93907199161894e-110,0.345083396701977,0.989,0.928,1.79748116968429e-105,"1","CBFB"
"LUC7L3",2.28737503112483e-109,0.376296981811044,0.996,0.939,4.13671774378926e-105,"1","LUC7L3"
"RET",2.37607311465474e-109,1.19574255366574,0.337,0.12,4.29712822785309e-105,"1","RET"
"UBL5",2.72916923708925e-109,0.493914773698587,0.963,0.75,4.9357025652759e-105,"1","UBL5"
"CCL3",4.2346337425462e-109,0.824151726445729,0.507,0.233,7.6583351233948e-105,"1","CCL3"
"PSMB3",4.5832752420302e-109,0.561669808675695,0.907,0.665,8.28885327521162e-105,"1","PSMB3"
"HPS4",1.38175701172619e-108,0.531896671035043,0.942,0.77,2.49890755570682e-104,"1","HPS4"
"HOXB6",1.46783173726778e-108,0.538625269817466,0.961,0.761,2.65457369684878e-104,"1","HOXB6"
"CCAR1",3.17884695264709e-108,0.598096931830455,0.857,0.58,5.74894471386227e-104,"1","CCAR1"
"SGSM1",4.97842126764916e-108,1.11074438296452,0.282,0.087,9.0034748625435e-104,"1","SGSM1"
"RNF43",5.76981227238313e-108,0.642558896825737,0.9,0.659,1.04347054946049e-103,"1","RNF43"
"XRCC6",6.79607952530243e-108,0.471977000796899,0.96,0.773,1.22907098215094e-103,"1","XRCC6"
"GRSF1",8.5280781285643e-108,0.393559823117476,0.987,0.894,1.54230292955085e-103,"1","GRSF1"
"H2AFZ",9.03298127182644e-108,0.506910158293493,0.979,0.842,1.63361466300981e-103,"1","H2AFZ"
"CDK12",1.96102319435e-107,0.498971779799058,0.945,0.767,3.54651044698197e-103,"1","CDK12"
"MLPH",2.29609793663782e-107,0.621796338887372,0.979,0.789,4.1524931184095e-103,"1","MLPH"
"CALML3",2.45520420945404e-107,0.777820465025947,0.318,0.109,4.44023681279762e-103,"1","CALML3"
"CCDC183",2.47819795521957e-107,1.32502603686681,0.365,0.141,4.48182100201459e-103,"1","CCDC183"
"MFN2",3.6731014561118e-107,0.505514743194339,0.944,0.76,6.6428039833782e-103,"1","MFN2"
"PDZK1IP1",5.11211612398094e-107,1.04738407377826,0.44,0.191,9.24526201021953e-103,"1","PDZK1IP1"
"ZNF440",5.44298760051348e-107,0.640540585812419,0.747,0.457,9.84364307552863e-103,"1","ZNF440"
"LTK",5.52207544593798e-107,0.750488342271565,0.693,0.413,9.98667344397885e-103,"1","LTK"
"TERT",7.66855565378016e-107,0.855414123485415,0.691,0.41,1.38685828998614e-102,"1","TERT"
"APOC1",1.24821238733412e-106,0.465623615482629,0.717,0.399,2.25739210249376e-102,"1","APOC1"
"SDR16C5",2.54916961794959e-106,0.97384961533139,0.528,0.261,4.61017325406184e-102,"1","SDR16C5"
"PCNA",3.42348066525744e-106,0.629037528526027,0.903,0.65,6.19136478311808e-102,"1","PCNA"
"CD9",4.9886230665592e-106,0.400333951236877,1,0.987,9.02192481587231e-102,"1","CD9"
"TPST2",5.11817374812434e-106,0.493287535089606,0.975,0.856,9.25621722348286e-102,"1","TPST2"
"SYT13",1.54411624074096e-105,1.62467947318815,0.292,0.097,2.79253422138003e-101,"1","SYT13"
"SAPCD2",2.30241312741333e-105,0.575923876469972,0.805,0.542,4.16391414092701e-101,"1","SAPCD2"
"KCNJ2",3.3730973957481e-105,0.652362522734871,0.85,0.591,6.10024664021044e-101,"1","KCNJ2"
"KIAA1257",4.3198592218083e-105,0.806127066739343,0.692,0.41,7.8124654026403e-101,"1","KIAA1257"
"KLK4",6.71552495437904e-105,0.793548309137917,0.859,0.654,1.21450268799945e-100,"1","KLK4"
"ALDH3A1",7.45537852868132e-105,0.935072203661926,0.719,0.469,1.34830520691202e-100,"1","ALDH3A1"
"KLHL11",9.14398537184289e-105,0.648892719946294,0.796,0.515,1.65368975449779e-100,"1","KLHL11"
"HOXB5",1.53120427567895e-104,0.649608049319102,0.81,0.526,2.76918293256538e-100,"1","HOXB5"
"ABO",1.88203471127249e-104,1.1400696993815,0.283,0.092,3.4036597753363e-100,"1","ABO"
"MACROD1",2.35723276138291e-104,0.507424946948818,0.937,0.745,4.26305544896099e-100,"1","MACROD1"
"LYZ",3.20647459636056e-104,0.742890386990917,0.999,0.989,5.79890930751807e-100,"1","LYZ"
"SLC9A7",3.50581554211975e-104,0.774896957382822,0.519,0.25,6.34026740792357e-100,"1","SLC9A7"
"ALDH3A2",3.93971009351999e-104,0.435928883666296,0.979,0.863,7.12496570413089e-100,"1","ALDH3A2"
"PLBD1",4.51158618685237e-104,0.547575727042274,0.923,0.754,8.15920361892251e-100,"1","PLBD1"
"KCNK5",4.53740783164022e-104,0.889412399007667,0.441,0.194,8.20590206352135e-100,"1","KCNK5"
"CMC2",4.93623632867047e-104,0.472340751488863,0.957,0.792,8.92718340040054e-100,"1","CMC2"
"MARCKSL1",7.42428693807371e-104,0.396118881853106,1,0.939,1.34268229275063e-99,"1","MARCKSL1"
"TNFRSF6B",8.26972165380187e-104,0.995956044807528,0.501,0.245,1.49557916109007e-99,"1","TNFRSF6B"
"HES6",8.29132156174776e-104,0.65441390484038,0.873,0.609,1.49948550444208e-99,"1","HES6"
"SPCS3",1.09332341736329e-103,0.426824397175104,0.986,0.904,1.97727540030151e-99,"1","SPCS3"
"CEACAM1",1.28372825710305e-103,1.02888225972269,0.482,0.231,2.32162255297087e-99,"1","CEACAM1"
"SSBP1",1.35413970512611e-103,0.469008026498202,0.969,0.815,2.44896165672057e-99,"1","SSBP1"
"CNTD2",1.97740867310992e-103,0.81793361937145,0.393,0.161,3.57614358531929e-99,"1","CNTD2"
"NUP188",4.205934151889e-103,0.494873285155782,0.963,0.829,7.60643191369126e-99,"1","NUP188"
"MYH14",5.22782827777806e-103,0.793770680105651,0.839,0.576,9.45452744036162e-99,"1","MYH14"
"NDUFB6",6.38432599748393e-103,0.39874502881958,0.98,0.861,1.15460535664497e-98,"1","NDUFB6"
"PLCB4",7.24399087705455e-103,0.581653796213496,0.915,0.705,1.31007575011532e-98,"1","PLCB4"
"FUT3",1.57908579852615e-102,0.73036844211103,0.771,0.505,2.85577666663455e-98,"1","FUT3"
"RHNO1",2.45374624371811e-102,0.520234717949451,0.914,0.695,4.4376000817642e-98,"1","RHNO1"
"ECPAS",2.78685657942351e-102,0.37676076765071,0.984,0.897,5.04003012388743e-98,"1","ECPAS"
"LFNG",5.05193393129595e-102,0.587413288531966,0.932,0.729,9.13642251474872e-98,"1","LFNG"
"STARD5",6.98296331381193e-102,0.456204754521887,0.732,0.439,1.26286891530289e-97,"1","STARD5"
"CCL20",1.71327243083421e-101,0.483746601134526,0.566,0.291,3.09845319116368e-97,"1","CCL20"
"ZNF207",3.5764787241053e-101,0.516388334599872,0.886,0.605,6.46806177254443e-97,"1","ZNF207"
"VIL1",5.05161203160822e-101,0.5808898485824,0.95,0.717,9.13584035916347e-97,"1","VIL1"
"ADAMDEC1",6.35148133930925e-101,1.1022688376775,0.616,0.336,1.14866540021408e-96,"1","ADAMDEC1"
"ZNHIT1",1.74707232213394e-100,0.389810942696547,0.985,0.872,3.15958029457922e-96,"1","ZNHIT1"
"MTHFD2",2.12781542519216e-100,0.416353044078416,0.985,0.892,3.84815419646001e-96,"1","MTHFD2"
"DDX42",2.63004501912479e-100,0.438997281526579,0.972,0.819,4.75643641708718e-96,"1","DDX42"
"STARD7",5.75568358926512e-100,0.499389059282966,0.949,0.765,1.0409153771186e-95,"1","STARD7"
"C20orf27",5.89417268137545e-100,0.741008571588963,0.645,0.368,1.06596112942675e-95,"1","C20orf27"
"CLUH",8.23582049455423e-100,0.46120680707239,0.977,0.831,1.48944813644013e-95,"1","CLUH"
"BAMBI",2.25730828376135e-99,0.812962914870875,0.504,0.241,4.0823420311824e-95,"1","BAMBI"
"FUT4",2.63303089239595e-99,0.521853026182063,0.849,0.604,4.76183636889808e-95,"1","FUT4"
"SPP1",4.63968451712944e-99,0.843246812637902,0.997,0.949,8.39086944922859e-95,"1","SPP1"
"B9D1",4.93923376839143e-99,0.575391873039655,0.864,0.672,8.93260427013591e-95,"1","B9D1"
"PRSS8",5.18686618613327e-99,1.2745093675867,0.45,0.214,9.38044749762203e-95,"1","PRSS8"
"CDCA4",1.02052550775077e-98,0.541181004557632,0.837,0.578,1.84562038076726e-94,"1","CDCA4"
"H3F3B",1.11131787440438e-98,0.440931699438851,0.966,0.764,2.00981837586032e-94,"1","H3F3B"
"PODXL2",2.70966780642738e-98,0.55896236123476,0.899,0.656,4.90043422792392e-94,"1","PODXL2"
"ACBD7",2.81465048197986e-98,0.811055505331332,0.586,0.323,5.09029539666058e-94,"1","ACBD7"
"SCARB1",4.08757816563437e-98,0.619642862628876,0.806,0.551,7.39238511254976e-94,"1","SCARB1"
"KRTCAP3",4.62918760743398e-98,0.528902572893456,0.916,0.687,8.37188578804436e-94,"1","KRTCAP3"
"BRD8",6.03167104389147e-98,0.44255056309381,0.972,0.852,1.09082770828777e-93,"1","BRD8"
"SLC5A1",6.32239882741835e-98,0.587079493123831,0.942,0.729,1.14340582793861e-93,"1","SLC5A1"
"SLCO4A1",1.2995376060982e-97,0.623967144521499,0.768,0.495,2.35021376062859e-93,"1","SLCO4A1"
"MARK3",1.30611006001246e-97,0.384414260075308,0.983,0.853,2.36210004353254e-93,"1","MARK3"
"SH3D19",1.65360979589801e-97,0.488084553439691,0.887,0.654,2.99055331588155e-93,"1","SH3D19"
"HOXB9",2.21904305907531e-97,0.547004923341782,0.927,0.685,4.0131393723377e-93,"1","HOXB9"
"TFB1M",2.7044745884106e-97,0.591971327232133,0.831,0.594,4.89104229314056e-93,"1","TFB1M"
"PPME1",2.71982760047975e-97,0.498743707350358,0.935,0.723,4.91880821546762e-93,"1","PPME1"
"ALDH2",5.30087886103913e-97,0.649250943660678,0.97,0.841,9.58663942018926e-93,"1","ALDH2"
"ETV1",7.15058858380441e-97,0.618216907475283,0.82,0.586,1.29318394538103e-92,"1","ETV1"
"DAGLA",1.42225316918364e-96,0.746841515023838,0.61,0.335,2.57214485646861e-92,"1","DAGLA"
"TJP3",2.40656672455651e-96,0.659837575984845,0.795,0.506,4.35227592136045e-92,"1","TJP3"
"DEGS2",2.56853555561299e-96,0.5612837543793,0.934,0.706,4.64519655232609e-92,"1","DEGS2"
"CENPI",3.07467462559216e-96,0.584482904477919,0.876,0.63,5.56054906038342e-92,"1","CENPI"
"GLS2",3.23491596997348e-96,0.888601613071568,0.417,0.184,5.85034553169704e-92,"1","GLS2"
"DMAC1",3.60155624768592e-96,0.455751273560296,0.948,0.782,6.51341447393999e-92,"1","DMAC1"
"BSPRY",4.26011303004117e-96,0.616535604199955,0.816,0.552,7.70441441482945e-92,"1","BSPRY"
"GOT1",4.33425783367896e-96,0.565826793051803,0.868,0.633,7.83850529220841e-92,"1","GOT1"
"LGALS3BP",4.47209318465876e-96,0.29254623028942,0.998,0.968,8.08778052445537e-92,"1","LGALS3BP"
"EPB41L4B",5.88887626407035e-96,0.624715233413603,0.813,0.541,1.06500327235712e-91,"1","EPB41L4B"
"PIMREG",8.61977319682117e-96,0.746197097775148,0.651,0.388,1.55888598264511e-91,"1","PIMREG"
"TCFL5",1.23174672515657e-95,0.57360434106729,0.845,0.597,2.22761395244565e-91,"1","TCFL5"
"AARS",1.8838908002643e-95,0.486546106860462,0.865,0.633,3.407016512278e-91,"1","AARS"
"KIF13A",3.4659106794031e-95,0.414517949046794,0.974,0.87,6.26809946370051e-91,"1","KIF13A"
"CAMKK1",4.04682017990783e-95,0.411795035265206,0.559,0.28,7.31867429536331e-91,"1","CAMKK1"
"SERINC2",4.83453687244026e-95,0.759870894185982,0.676,0.409,8.74325993380822e-91,"1","SERINC2"
"PCSK6",5.5201936110519e-95,0.544242135436994,0.876,0.638,9.98327014558736e-91,"1","PCSK6"
"MYDGF",7.14248946371322e-95,0.376233299868947,0.983,0.909,1.29171921951254e-90,"1","MYDGF"
"CENPW",7.68138476436824e-95,0.530418959279382,0.935,0.729,1.389178434636e-90,"1","CENPW"
"ITPKA",7.82284066998451e-95,0.855476163076703,0.406,0.177,1.4147607351667e-90,"1","ITPKA"
"LLGL2",8.72207846302875e-95,0.488112750964546,0.932,0.72,1.57738789003875e-90,"1","LLGL2"
"FANCL",1.13499274588271e-94,0.498412186835881,0.926,0.718,2.05263438092889e-90,"1","FANCL"
"SORL1",1.31968813222359e-94,0.56777008424958,0.871,0.625,2.38665598712637e-90,"1","SORL1"
"SSBP3",2.16518126948548e-94,0.482197099314869,0.944,0.765,3.91573032586449e-90,"1","SSBP3"
"PON3",2.6908791559795e-94,0.645703824035073,0.933,0.739,4.86645495358893e-90,"1","PON3"
"PPP1CA",2.70939223978012e-94,0.377237340001729,0.985,0.885,4.89993586564235e-90,"1","PPP1CA"
"APRT",3.03773763606921e-94,0.39044366708397,0.976,0.856,5.49374851483117e-90,"1","APRT"
"NT5DC3",3.24963876264648e-94,0.484256208530924,0.809,0.572,5.87697170224617e-90,"1","NT5DC3"
"SMC1B",3.27270373713292e-94,1.17838001829273,0.53,0.305,5.91868470860488e-90,"1","SMC1B"
"MDN1",3.66103318488046e-94,0.510601521408269,0.879,0.643,6.62097851485631e-90,"1","MDN1"
"SSR2",3.90000927177697e-94,0.299626529755849,0.996,0.949,7.05316676800864e-90,"1","SSR2"
"COX19",4.00266650637641e-94,0.506864168607974,0.938,0.734,7.23882237678174e-90,"1","COX19"
"DTX2",4.43247154279445e-94,0.543475288172495,0.809,0.54,8.01612478514377e-90,"1","DTX2"
"APP",5.76517576789721e-94,0.297611982916064,1,0.986,1.04263203762421e-89,"1","APP"
"LACTB",6.31998477160725e-94,0.485399454049503,0.89,0.642,1.14296924594517e-89,"1","LACTB"
"MXD3",6.77101989986014e-94,0.510051554183924,0.695,0.415,1.22453894888971e-89,"1","MXD3"
"FAAH",6.94591407549429e-94,0.640963879398616,0.787,0.521,1.25616856055314e-89,"1","FAAH"
"NCAPG",7.30073819793101e-94,0.50304721605241,0.957,0.76,1.32033850309582e-89,"1","NCAPG"
"RHOT2",8.39610418606915e-94,0.425523610122303,0.952,0.766,1.51843544205061e-89,"1","RHOT2"
"COPS9",1.04532954144714e-93,0.457265465994784,0.934,0.738,1.89047847570715e-89,"1","COPS9"
"DAZAP2",1.15555097248204e-93,0.351799911785934,0.993,0.908,2.08981393373378e-89,"1","DAZAP2"
"ETF1",1.30225398018337e-93,0.445203294969127,0.922,0.7,2.35512632316163e-89,"1","ETF1"
"ATP5MC1",1.84501646579307e-93,0.473654507413528,0.942,0.774,3.33671227838678e-89,"1","ATP5MC1"
"SEPTIN2",3.42768401996879e-93,0.376741788955298,0.969,0.859,6.19896655011356e-89,"1","SEPTIN2"
"LEMD3",3.51592244010969e-93,0.519095966282243,0.869,0.612,6.35854573293837e-89,"1","LEMD3"
"NDUFB8",4.47156469605266e-93,0.37186690027805,0.979,0.862,8.08682475281123e-89,"1","NDUFB8"
"HOXB8",8.20282249920574e-93,0.682733259255674,0.732,0.455,1.48348044898136e-88,"1","HOXB8"
"SNRNP200",9.61363092517428e-93,0.361323190220062,0.994,0.925,1.73862515281777e-88,"1","SNRNP200"
"ASF1B",1.08469978029456e-92,0.518097797972027,0.955,0.76,1.96167955266272e-88,"1","ASF1B"
"MT-ND4",1.39405002978264e-92,0.288181578922109,1,1,2.5211394788619e-88,"1","MT-ND4"
"PSMG3",3.25217778830762e-92,0.45202091909814,0.972,0.818,5.88156353015432e-88,"1","PSMG3"
"TIMM17B",3.54904150533297e-92,0.487964370201965,0.849,0.585,6.41844156239468e-88,"1","TIMM17B"
"C19orf33",4.21394850961033e-92,1.00405571083074,0.51,0.267,7.62092587963028e-88,"1","C19orf33"
"NDUFS8",6.35763548652322e-92,0.457647881496664,0.946,0.777,1.14977837773772e-87,"1","NDUFS8"
"EPPK1",1.08282335142883e-91,0.957007894622692,0.484,0.244,1.95828603105904e-87,"1","EPPK1"
"COPS6",1.18867457169046e-91,0.379012698009579,0.978,0.865,2.14971796290219e-87,"1","COPS6"
"DNMT3B",1.78430003165903e-91,0.974125459167236,0.389,0.165,3.22690660725536e-87,"1","DNMT3B"
"KCNE3",2.2729128345204e-91,0.754541256891643,0.778,0.506,4.11056286123015e-87,"1","KCNE3"
"CDC42EP4",4.12155792266336e-91,0.565665461661911,0.765,0.513,7.45383750313669e-87,"1","CDC42EP4"
"CDV3",4.48694486946935e-91,0.350241728446661,0.965,0.859,8.11463979643532e-87,"1","CDV3"
"LAMB3",5.92495680268597e-91,0.62146673638485,0.641,0.363,1.07152843776576e-86,"1","LAMB3"
"SSR3",8.37001898783144e-91,0.390196270831217,0.989,0.899,1.51371793394932e-86,"1","SSR3"
"CSTF3",8.99779777375199e-91,0.39080152211295,0.98,0.874,1.62725172738305e-86,"1","CSTF3"
"GMDS",1.22365717212425e-90,0.419982012725353,0.984,0.869,2.2129839957867e-86,"1","GMDS"
"KCTD14",1.4994007852604e-90,0.582903796592435,0.843,0.587,2.71166632014343e-86,"1","KCTD14"
"MFSD12",1.50394179778006e-90,0.521466106330111,0.807,0.532,2.71987874128524e-86,"1","MFSD12"
"KIF18B",1.50686241501912e-90,0.606597436583971,0.799,0.547,2.72516067756208e-86,"1","KIF18B"
"SOX8",1.89844853396912e-90,0.931642262173472,0.256,0.083,3.43334417368315e-86,"1","SOX8"
"AMH",1.95330211630119e-90,0.52686086661169,0.897,0.665,3.5325468773307e-86,"1","AMH"
"GPATCH2",2.03373478533493e-90,0.449908983343765,0.899,0.667,3.67800935927821e-86,"1","GPATCH2"
"PTBP1",2.18113773993325e-90,0.464917878644464,0.939,0.742,3.94458760266929e-86,"1","PTBP1"
"UBXN10",6.35074993166779e-90,0.720106540635731,0.546,0.296,1.14853312514212e-85,"1","UBXN10"
"SPATA2",6.88503638882551e-90,0.595059325355158,0.652,0.379,1.24515883091909e-85,"1","SPATA2"
"GPRIN1",8.62004954172088e-90,0.756422316091772,0.62,0.357,1.55893595962022e-85,"1","GPRIN1"
"EIF3B",8.7938645320471e-90,0.342085166374981,0.996,0.935,1.59037040062072e-85,"1","EIF3B"
"CCL4",1.02608959639749e-89,0.73927769898106,0.647,0.368,1.85568303508485e-85,"1","CCL4"
"PTPRA",1.03838827784342e-89,0.419993520733554,0.942,0.775,1.87792520047983e-85,"1","PTPRA"
"STT3A",1.61335684155653e-89,0.324737862621854,0.992,0.927,2.91775584795499e-85,"1","STT3A"
"CLK2",2.15823505231872e-89,0.418399045243393,0.9,0.654,3.9031680921184e-85,"1","CLK2"
"CPSF6",3.31567343186795e-89,0.389046105299313,0.981,0.86,5.99639540153319e-85,"1","CPSF6"
"DSC2",3.92106413313015e-89,0.478779617703705,0.979,0.816,7.09124448476588e-85,"1","DSC2"
"MICOS10",5.15482084390678e-89,0.339266058909664,0.993,0.934,9.32249349620541e-85,"1","MICOS10"
"SLC12A2",1.20720632476328e-88,0.455179600708941,0.987,0.856,2.18323263833439e-84,"1","SLC12A2"
"SLC25A10",1.26764692325057e-88,0.651385821689852,0.723,0.458,2.29253946069866e-84,"1","SLC25A10"
"TLNRD1",1.32729719404911e-88,0.450667576010336,0.91,0.706,2.40041697543782e-84,"1","TLNRD1"
"CKAP2",1.42785403543796e-88,0.489269447517684,0.936,0.738,2.58227402308956e-84,"1","CKAP2"
"LRATD2",4.22069396462552e-88,0.500957400423141,0.884,0.645,7.63312503502526e-84,"1","LRATD2"
"NDUFS1",4.53447782065034e-88,0.402132238144066,0.974,0.839,8.20060313864615e-84,"1","NDUFS1"
"CIP2A",5.59835570857641e-88,0.517971492677318,0.879,0.641,1.01246262989604e-83,"1","CIP2A"
"MMADHC",5.82415621087168e-88,0.47416733850621,0.918,0.697,1.05329865073614e-83,"1","MMADHC"
"CHKA",8.51497828701074e-88,0.485079288850785,0.856,0.613,1.53993382320589e-83,"1","CHKA"
"FAM83H",1.05762665400546e-87,0.541499366281066,0.878,0.629,1.91271780376887e-83,"1","FAM83H"
"RPRD2",1.2031833105194e-87,0.459257357481352,0.946,0.755,2.17595701707433e-83,"1","RPRD2"
"FAM83F",1.31349542697913e-87,0.668749728465271,0.798,0.573,2.37545647969176e-83,"1","FAM83F"
"SURF6",1.35743303157753e-87,0.478248945931487,0.874,0.647,2.45491763760796e-83,"1","SURF6"
"LPCAT2",1.37146704113449e-87,0.490848933762388,0.901,0.707,2.48029814389173e-83,"1","LPCAT2"
"CHCHD2",1.48740301549322e-87,0.362383471218159,0.999,0.976,2.68996835351948e-83,"1","CHCHD2"
"LSM7",1.84670628429729e-87,0.37951673643131,0.982,0.868,3.33976831515165e-83,"1","LSM7"
"MAP3K9",1.98485587471672e-87,0.585957654421036,0.705,0.441,3.58961184942519e-83,"1","MAP3K9"
"SLC25A6",2.39093951692354e-87,0.322558902536534,0.99,0.936,4.32401411635622e-83,"1","SLC25A6"
"PRKCZ",2.57805196339278e-87,0.58029359340003,0.792,0.535,4.66240697579584e-83,"1","PRKCZ"
"SMAD5",2.84827736048568e-87,0.44553779986502,0.955,0.818,5.15110960643834e-83,"1","SMAD5"
"HMGA1",3.97329567569524e-87,0.411561087765884,0.959,0.756,7.18570522949485e-83,"1","HMGA1"
"KHDC4",4.19500595941595e-87,0.367485270633528,0.98,0.874,7.58666827760375e-83,"1","KHDC4"
"CHDH",8.11942482460997e-87,0.517633255462097,0.881,0.647,1.46839797953071e-82,"1","CHDH"
"ERMP1",9.14347396204597e-87,0.488366245262537,0.926,0.711,1.65359726603601e-82,"1","ERMP1"
"ATG16L1",9.66562274974055e-87,0.465156138109017,0.918,0.708,1.74802787429058e-82,"1","ATG16L1"
"PSMA1",1.28480717661639e-86,0.412427886474463,0.933,0.744,2.32357377891074e-82,"1","PSMA1"
"YTHDF1",1.29875399366394e-86,0.563685546036455,0.81,0.554,2.34879659754123e-82,"1","YTHDF1"
"TIMP4",1.58066720207376e-86,0.576458580555664,0.558,0.297,2.8586366349504e-82,"1","TIMP4"
"RAD54L",2.13487566280447e-86,0.507482558432412,0.92,0.706,3.86092263618188e-82,"1","RAD54L"
"SRPRB",2.46507613032241e-86,0.402977888624497,0.975,0.884,4.45809018168807e-82,"1","SRPRB"
"SAMD5",2.80153443677031e-86,0.669382234939851,0.635,0.364,5.06657502889911e-82,"1","SAMD5"
"TMED4",3.38415957348107e-86,0.307199176905541,0.991,0.93,6.12025258864051e-82,"1","TMED4"
"FRYL",4.24846740806767e-86,0.41773858507876,0.978,0.869,7.68335330749038e-82,"1","FRYL"
"PROM1",6.06044355466605e-86,0.550393844164331,0.985,0.836,1.09603121686135e-81,"1","PROM1"
"CANX",6.89337983555362e-86,0.418179901054026,0.981,0.858,1.24666774325987e-81,"1","CANX"
"PLEKHH1",7.49981643281326e-86,0.580178505659793,0.776,0.503,1.35634180187428e-81,"1","PLEKHH1"
"PCBP1",1.0435110018415e-85,0.368462644044257,0.957,0.795,1.88718964683036e-81,"1","PCBP1"
"SUCLA2",1.37597660817725e-85,0.476718806958522,0.842,0.584,2.48845369588856e-81,"1","SUCLA2"
"PSMC6",1.39828395800485e-85,0.427327926710304,0.929,0.726,2.52879653805178e-81,"1","PSMC6"
"CDS1",1.48618082858141e-85,0.623719625240197,0.846,0.594,2.68775802848948e-81,"1","CDS1"
"RBIS",3.39134659056263e-85,0.475111516634139,0.916,0.702,6.13325030903252e-81,"1","RBIS"
